,Unit,Group.Name.Partner,Date.and.Time,Borough,LocationType,Location,Event.Name,Event.Type,Category,Classification,Audience,Attendance,pmam,time,lon,lat
413,Urban Park Rangers,General Public,07/21/2020 02:50:00 PM,Bronx,Park,Mullaly Park,Roaming Walking Stick Meet & Greet,Agency Produced Event,Nature,Summer 2020,General Public,10,PM,2020-07-21 14:50:00,,
414,Urban Park Rangers,General Public,07/21/2020 03:00:00 PM,Brooklyn,Park,Maria Hernandez Park,Nature Art,Community Based Event,Nature,Summer 2020,Children;#Tot,10,PM,2020-07-21 15:00:00,-73.9238611,40.70312819999999
415,Urban Park Rangers,General Public,07/21/2020 03:00:00 PM,Manhattan,Park,Inwood Hill Park,Garden Gala,Community Based Event,Nature,Summer 2020,General Public,3,PM,2020-07-21 15:00:00,-73.924776,40.8721829
416,Recreation,Jeslyn Galarza,07/21/2020 03:00:00 PM,Bronx,Recreation Center,St. Mary's Recreation Center,Hip Hop & Jazz,Community Based Event,Arts/Culture,Dance,Children;#Teens,0,PM,2020-07-21 15:00:00,-73.91410669999999,40.8114492
417,Media Education,,07/21/2020 03:00:00 PM,Manhattan,Park,Inwood Hill Park,Photo Scavenger Hunt,Local Event,Arts/Culture,,General Public,3,PM,2020-07-21 15:00:00,-73.924776,40.8721829
418,Urban Park Rangers,General Public,07/21/2020 03:20:00 PM,Staten Island,Park,Clove Lakes Park,Roaming bio facts,Community Based Event,Nature,Summer 2020,General Public,26,PM,2020-07-21 15:20:00,-74.11163979999999,40.6186608
419,Urban Park Rangers,General Public,07/21/2020 03:45:00 PM,Staten Island,Park,Clove Lakes Park,Photo Scavenger Hunt,Community Based Event,Nature,Summer 2020,General Public,17,PM,2020-07-21 15:45:00,-74.11163979999999,40.6186608
420,Recreation,,07/22/2020 12:00:00 AM,Bronx,Park,St. Mary's Park,skills & drills,Community Based Event,Sport,Summer 2020,Teens,0,AM,2020-07-22 12:00:00,-73.9120243,40.8117387
421,Recreation,Carol Landes,07/22/2020 08:00:00 AM,Staten Island,Playground,Jennifer's Playground,Stronger Than Ever,Open House,Fitness,Summer 2020,Seniors,13,AM,2020-07-22 08:00:00,-74.16306469999999,40.620056
422,Recreation,Ocean Breeze Recreation Staff,07/22/2020 08:30:00 AM,Staten Island,Park,Ocean Breeze Park,Open Patio Area,Open House,Family Festival,Summer 2020,General Public,8,AM,2020-07-22 08:30:00,,
423,Recreation,Ocean Breeze Recreation Staff,07/22/2020 08:30:00 AM,Staten Island,Park,Ocean Breeze Park,Wake-Up Stretch and Relax Yoga,Open House,Fitness,Summer 2020,General Public,7,AM,2020-07-22 08:30:00,,
424,Recreation,Mauricio Cortez,07/22/2020 09:00:00 AM,Brooklyn,Playground,Maria Hernandez,Youth Summer Pop Up Recreation,Local Event,Sport,Summer 2020,Tot;#Children,15,AM,2020-07-22 09:00:00,-73.9238611,40.70312819999999
425,Recreation,Creative Arts,07/22/2020 09:10:00 AM,Bronx,Park,St. James Park,Creative Arts,Community Based Event,Arts/Culture,Play,Children,1,AM,2020-07-22 09:10:00,,
426,Recreation,Ocean Breeze Recreation Staff,07/22/2020 09:45:00 AM,Staten Island,Park,Ocean Breeze Park,Bend & Flex,Open House,Fitness,Summer 2020,General Public,6,AM,2020-07-22 09:45:00,,
427,Recreation,Jonathan Adone,07/22/2020 10:00:00 AM,Brooklyn,Park,Leif Ericson Park,Pick  Up Pickle Ball,Local Event,Fitness,Summer 2020,Seniors,23,AM,2020-07-22 10:00:00,-74.0229794,40.6372953
428,Recreation,,07/22/2020 10:00:00 AM,Bronx,Park,Williamsbridge Oval Park,Circuit Training,Community Based Event,Fitness,Summer 2020,Seniors;#Adults,7,AM,2020-07-22 10:00:00,-73.8763876,40.8776269
429,Recreation,Deirdra Lacy,07/22/2020 10:00:00 AM,Brooklyn,Park,St. John's Park,Summer 2020 Outdoor Program,Agency Produced Event,Fitness,Summer 2020,Adults;#Seniors;#General Public,2,AM,2020-07-22 10:00:00,-73.9350389,40.6742179
430,Recreation,Andrea Williams,07/22/2020 10:00:00 AM,Brooklyn,Playground,Hilltop Playground,Mobile Recreation,Community Based Event,Sport,Summer 2020,General Public,0,AM,2020-07-22 10:00:00,-73.91427929999999,40.675355
431,Recreation,Tracy Boyland,07/22/2020 10:00:00 AM,Brooklyn,Park,Coffey Park,Youth Summer Pop Up Recreation,Local Event,Arts/Culture,Summer 2020,Tot;#Children,13,AM,2020-07-22 10:00:00,-74.008479,40.6776243
432,Urban Park Rangers,General public,07/22/2020 10:15:00 AM,Brooklyn,Park,Herbert Von King Park,Nature Chalk Art,Community Based Event,Nature,Summer 2020,General Public,9,AM,2020-07-22 10:15:00,-73.946732,40.689612
433,Urban Park Rangers,General Public,07/22/2020 10:27:00 AM,Staten Island,Park,The Big Park,Roaming Bio Facts,Community Based Event,Nature,Summer 2020,General Public,10,AM,2020-07-22 10:27:00,-74.1643758,40.6307662
434,Recreation,,07/22/2020 10:30:00 AM,Bronx,Recreation Center,Hunts Point Recreation Center,Soccer Skills / Obstacle Course,Agency Produced Event,Sport,Summer 2020,Children;#Young Adult;#Teens,0,AM,2020-07-22 10:30:00,-73.88909149999999,40.8149605
435,Recreation,,07/22/2020 10:30:00 AM,Bronx,Playground,Playground 52 LII,,Community Based Event,Arts/Culture,Summer 2020,Children;#Tot,1,AM,2020-07-22 10:30:00,-73.90172930000001,40.8149202
436,Recreation,Zuleika Diaz,07/22/2020 10:30:00 AM,Manhattan,Playground,Anne Loftus Playground,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,Tot;#Children;#Teens;#Adults,7,AM,2020-07-22 10:30:00,-73.92849609999999,40.8652763
437,Recreation,shapeup nyc,07/22/2020 10:35:00 AM,Bronx,Park,Crotona Park,bootcamp,Community Based Event,Fitness,Summer 2020,Adults,0,AM,2020-07-22 10:35:00,-73.8951228,40.8384993
438,Recreation,,07/22/2020 11:00:00 AM,Bronx,Park,Bronx Park,Kids and Play,Local Event,Sport,Tier 2,Children;#General Public,10,AM,2020-07-22 11:00:00,-73.87582050000002,40.856642
439,Recreation,Jeslyn Galarza,07/22/2020 11:00:00 AM,Bronx,Playground,St. Mary's Park,Trap and Spin,Open House,Fitness,Fitness,Young Adult;#Adults,0,AM,2020-07-22 11:00:00,-73.9120243,40.8117387
440,Recreation,,07/22/2020 11:00:00 AM,Bronx,Recreation Center,St. Mary's Recreation Center,Toddler Adventures,Community Based Event,Arts/Culture,Summer 2020,Tot,0,AM,2020-07-22 11:00:00,-73.91410669999999,40.8114492
441,Urban Park Rangers,General Public,07/22/2020 11:00:00 AM,Brooklyn,Park,Highland Park,Nature Chalk Art,Community Based Event,Nature,Summer 2020,General Public,15,AM,2020-07-22 11:00:00,,
442,Recreation,,07/22/2020 11:00:00 AM,Staten Island,Playground,De Matti Playground,Hula Hoop Fitness,Community Based Event,Fitness,Summer 2020,Children;#Teens,9,AM,2020-07-22 11:00:00,-74.07425649999999,40.6145077
443,Recreation,Shanel Burgess,07/22/2020 11:00:00 AM,Bronx,Recreation Center,Poe Park Visitor Center,Giant Bubbles,Local Event,Arts/Culture,,Children;#Teens,0,AM,2020-07-22 11:00:00,-73.89466879999999,40.86509179999999
444,Recreation,,07/22/2020 11:00:00 AM,Queens,Playground,Bayswater Park,Kids in Motion,Community Based Event,KIM,Summer 2020,Tot;#Children;#Adults;#Teens;#General Public,6,AM,2020-07-22 11:00:00,-73.7691138,40.599056
445,Recreation,,07/22/2020 11:00:00 AM,Queens,Playground,Hoover - Manton Playgrounds,Kids in Motion,Community Based Event,KIM,Summer 2020,General Public;#Teens;#Children;#Tot,39,AM,2020-07-22 11:00:00,-73.8216889,40.7120075
446,Recreation,,07/22/2020 11:00:00 AM,Queens,Park,Detective Keith L Williams Park,Kids in Motion,Community Based Event,KIM,Summer 2020,Tot;#Children;#Teens;#General Public,36,AM,2020-07-22 11:00:00,-73.7844531,40.7028871
447,Recreation,Jeslyn Galarza,07/22/2020 11:00:00 AM,Bronx,Recreation Center,St. Mary's Recreation Center,Spin,Community Based Event,Fitness,Summer 2020,Young Adult;#Adults;#Teens;#Seniors,0,AM,2020-07-22 11:00:00,-73.91410669999999,40.8114492
448,Urban Park Rangers,General Public,07/22/2020 11:30:00 AM,Brooklyn,Park,Highland Park,Animal Chalk Draw,Community Based Event,Nature,Summer 2020,General Public,6,AM,2020-07-22 11:30:00,,
449,Recreation,Andrea Williams,07/22/2020 11:30:00 AM,Brooklyn,Playground,Cypress Hills Playground,Mobile Recreation,Community Based Event,Sport,Summer 2020,General Public,2,AM,2020-07-22 11:30:00,-73.87180649999999,40.6707541
450,Recreation,Mauricio Cortez,07/22/2020 12:00:00 PM,Brooklyn,Playground,Potomac Playground,Youth Summer Pop Up Recreation,Local Event,Sport,Summer 2020,Tot;#Children,10,PM,2020-07-23 00:00:00,-73.9442378,40.6820334
451,Recreation,Ocean Breeze Recreation Staff,07/22/2020 12:00:00 PM,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Soccer Skills,Open House,Sport,Summer 2020,General Public,2,PM,2020-07-23 00:00:00,,
452,Recreation,,07/22/2020 01:00:00 PM,Bronx,Park,Williamsbridge Oval Park,Stretch,Local Event,Fitness,Summer 2020,Children,0,PM,2020-07-22 13:00:00,-73.8763876,40.8776269
453,Recreation,,07/22/2020 01:00:00 PM,Bronx,Recreation Center,St. James Recreation Center,Family Soccer,Community Based Event,Sport,Summer 2020,Tot;#Children;#General Public;#Adults,0,PM,2020-07-22 13:00:00,-73.8988889,40.8644444
454,Recreation,,07/22/2020 01:00:00 PM,Staten Island,Playground,De Matti Playground,Sports Drills,Community Based Event,Fitness,Summer 2020,Teens;#Children,4,PM,2020-07-22 13:00:00,-74.07425649999999,40.6145077
455,Recreation,,07/22/2020 02:00:00 PM,Bronx,Recreation Center,St. Mary's Recreation Center,Paint With Me,Community Based Event,Arts/Culture,Summer 2020,Children,0,PM,2020-07-22 14:00:00,-73.91410669999999,40.8114492
456,Urban Park Rangers,General Public,07/22/2020 02:00:00 PM,Manhattan,Park,Marcus Garvey Park,What happened to that deer?,Community Based Event,Nature,Summer 2020,General Public,1,PM,2020-07-22 14:00:00,-73.9437629,40.8044257
457,Recreation,Jonathan Adone,07/22/2020 02:00:00 PM,Brooklyn,Park,McKinley Park,TABATA Training,Local Event,Fitness,Summer 2020,Adults,3,PM,2020-07-22 14:00:00,,
458,Recreation,,07/22/2020 02:00:00 PM,Bronx,Playground,Playground 52 LII,,Community Based Event,Arts/Culture,Summer 2020,Tot;#Children,2,PM,2020-07-22 14:00:00,-73.90172930000001,40.8149202
459,Recreation,Ocean Breeze Recreation Staff,07/22/2020 02:00:00 PM,Staten Island,Park,Ocean Breeze Park,Side Walk Games,Open House,Family Festival,Summer 2020,General Public,0,PM,2020-07-22 14:00:00,,
460,Recreation,Shanel Burgess,07/22/2020 02:00:00 PM,Bronx,Park,Poe Park,Giant Bubbles,Local Event,Arts/Culture,,Tot;#Children;#Young Adult,0,PM,2020-07-22 14:00:00,-73.8945473,40.8648137
461,Recreation,,07/22/2020 02:30:00 PM,Bronx,Playground,Castle Hill Playground,Basketball Skills,Agency Produced Event,Sport,Summer 2020,Children;#Young Adult;#Teens,0,PM,2020-07-22 14:30:00,,
462,Urban Park Rangers,General Public,07/22/2020 02:30:00 PM,Bronx,Park,St. Mary's Park,Animal Olympics,Agency Produced Event,Nature,Summer 2020,Children,18,PM,2020-07-22 14:30:00,-73.9120243,40.8117387
463,Urban Park Rangers,General Public,07/22/2020 02:45:00 PM,Brooklyn,Park,Betsy Head Park,Chalk Art,Community Based Event,Nature,Summer 2020,Children;#General Public,11,PM,2020-07-22 14:45:00,-73.91341080000001,40.6624365
464,Urban Park Rangers,General Public,07/22/2020 02:45:00 PM,Queens,Park,Captain Tilly Park,Wildlife in 4 Languages!,Community Based Event,Nature,Summer 2020,General Public,6,PM,2020-07-22 14:45:00,-73.79899499999999,40.7122695
465,Recreation,Jeslyn Galarza,07/22/2020 03:00:00 PM,Bronx,Playground,St. Mary's Park,Hip Hop and Jazz,Open House,Arts/Culture,Dance,Children;#Teens,0,PM,2020-07-22 15:00:00,-73.9120243,40.8117387
466,Urban Park Rangers,General Public,07/22/2020 03:00:00 PM,Brooklyn,Park,Irving Square Park,Nature Chalk Art,Community Based Event,Nature,Summer 2020,General Public,10,PM,2020-07-22 15:00:00,-73.909092,40.6926312
467,Urban Park Rangers,General Public,07/22/2020 03:11:00 PM,Queens,Park,Captain Tilly Park,Nature Art,Community Based Event,Nature,Summer 2020,General Public,3,PM,2020-07-22 15:11:00,-73.79899499999999,40.7122695
468,Urban Park Rangers,General Public,07/22/2020 04:15:00 PM,Staten Island,Playground,Jennifer's Playground,Chalk in the Park,Community Based Event,Nature,Summer 2020,General Public,5,PM,2020-07-22 16:15:00,-74.16306469999999,40.620056
469,Recreation,Matthew O'Neill,07/22/2020 10:00:00 PM,Brooklyn,Park,Paerdegat Park,Chair Aerobics,Agency Produced Event,Fitness,Summer 2020,Adults,5,PM,2020-07-22 22:00:00,-73.938164,40.6379063
470,Recreation,Ocean Breeze Recreation Staff,07/23/2020 12:00:00 AM,Staten Island,Park,Ocean Breeze Park,Side Walk Games,Open House,Family Festival,Summer 2020,General Public,0,AM,2020-07-23 12:00:00,,
471,Urban Park Rangers,General Public,07/23/2020 02:40:00 AM,Bronx,Park,Crotona Park,Animal Olympics,Agency Produced Event,Nature,Summer 2020,Children,0,AM,2020-07-23 02:40:00,-73.8951228,40.8384993
472,Recreation,,07/23/2020 07:15:00 AM,Bronx,Recreation Center,St. James Recreation Center,Spin for Life,Community Based Event,Fitness,Summer 2020,Young Adult;#Adults;#Seniors;#General Public,22,AM,2020-07-23 07:15:00,-73.8988889,40.8644444
473,Recreation,Carol Landes,07/23/2020 08:00:00 AM,Staten Island,Park,Freshkills Park,Stronger Than Ever - Trail Walk,Open House,Fitness,Summer 2020,Seniors,2,AM,2020-07-23 08:00:00,-74.1858183,40.5772365
474,Recreation,Ocean Breeze Recreation Staff,07/23/2020 08:30:00 AM,Staten Island,Park,Ocean Breeze Park,Open Patio Area,Open House,Family Festival,Summer 2020,General Public,10,AM,2020-07-23 08:30:00,,
475,Recreation,,07/23/2020 08:45:00 AM,Bronx,Recreation Center,St. James Recreation Center,Stretching & Relaxation,Open House,Fitness,Summer 2020,Young Adult;#Adults;#Teens,6,AM,2020-07-23 08:45:00,-73.8988889,40.8644444
476,Recreation,Mauricio Cortez,07/23/2020 09:00:00 AM,Brooklyn,Playground,Coffey Park,Youth Summer Pop Up Recreation,Local Event,Sport,Summer 2020,Tot;#Children,10,AM,2020-07-23 09:00:00,-74.008479,40.6776243
477,Recreation,Andrea Williams,07/23/2020 09:30:00 AM,Brooklyn,Playground,Linden Park,Mobile Recreation,Community Based Event,Sport,Summer 2020,Children;#Teens;#General Public,4,AM,2020-07-23 09:30:00,-73.8871125,40.6589543
478,Recreation,Deirdra Lacy,07/23/2020 10:00:00 AM,Brooklyn,Park,St. John's Park,2020 Summer Outdoor Program,Agency Produced Event,Fitness,Summer 2020,Adults;#Seniors;#General Public,2,AM,2020-07-23 10:00:00,-73.9350389,40.6742179
479,Recreation,Jonathan Adone,07/23/2020 10:00:00 AM,Brooklyn,Park,McKinley Park,Rhythm & Weights,Local Event,Fitness,Summer 2020,Children,2,AM,2020-07-23 10:00:00,,
480,Recreation,Tracy Boyland,07/23/2020 10:00:00 AM,Brooklyn,Park,Coffey Park,Youth Summer Pop Up Recreation,Local Event,Arts/Culture,Summer 2020,Tot;#Children,10,AM,2020-07-23 10:00:00,-74.008479,40.6776243
481,Recreation,,07/23/2020 10:00:00 AM,Bronx,Park,Williamsbridge Oval Park,Pickleball,Community Based Event,Sport,Summer 2020,Adults;#Seniors,5,AM,2020-07-23 10:00:00,-73.8763876,40.8776269
482,Recreation,,07/23/2020 10:30:00 AM,Bronx,Playground,Tremont Park,,Community Based Event,Arts/Culture,Summer 2020,Tot;#Children,0,AM,2020-07-23 10:30:00,,
483,Recreation,,07/23/2020 10:30:00 AM,Bronx,Park,Ferry Point Park,Soccer Skills / Obstacle Course,Agency Produced Event,Sport,Summer 2020,Children;#Young Adult;#Teens,0,AM,2020-07-23 10:30:00,-73.8377874,40.81149550000001
484,Recreation,Art Students League,07/23/2020 10:30:00 AM,Manhattan,Park,J. Hood Wright Park,Arts Culture & Fun,Local Event,Arts/Culture,AC&F,General Public,6,AM,2020-07-23 10:30:00,-73.941493,40.8463679
485,Recreation,Yadiel Arce,07/23/2020 10:30:00 AM,Manhattan,Playground,St. Nicholas Playground North,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,Tot;#Children;#Teens,4,AM,2020-07-23 10:30:00,,
486,Recreation,Raoufa Ali,07/23/2020 10:30:00 AM,Manhattan,Park,Columbus Park,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,Tot;#Children;#Teens,8,AM,2020-07-23 10:30:00,-74.0000483,40.7155353
487,Recreation,Leo Saito,07/23/2020 10:30:00 AM,Manhattan,Park,Marcus Garvey Park,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,Tot;#Children;#Teens,2,AM,2020-07-23 10:30:00,-73.9437629,40.8044257
488,Recreation,Guy Ruffin & Daniel Colonna,07/23/2020 10:30:00 AM,Manhattan,Park,Thomas Jefferson Park,SSE Outdoor Programming,Community Based Event,Sport,Summer 2020,Tot;#Children;#Teens,13,AM,2020-07-23 10:30:00,-73.9352341,40.7933578
489,Recreation,Giovanni Feliciano,07/23/2020 10:30:00 AM,Manhattan,Park,Highbridge Park,KIM Outdoor Programming,Community Based Event,Sport,Summer 2020,Tot;#Children;#Teens,9,AM,2020-07-23 10:30:00,-73.9257492,40.8537599
490,Recreation,shapeup nyc,07/23/2020 10:39:00 AM,Queens,Other,queens bridge,mindful movement,Community Based Event,Fitness,Summer 2020,Adults,1,AM,2020-07-23 10:39:00,-73.9456723,40.7556711
491,Recreation,shapeup nyc,07/23/2020 10:39:00 AM,Queens,Other,queensbridge,mindful movement,Community Based Event,Fitness,Summer 2020,Adults,1,AM,2020-07-23 10:39:00,-73.9456723,40.7556711
492,Recreation,,07/23/2020 11:00:00 AM,Staten Island,Playground,De Matti Playground,Sports Drills,Community Based Event,Fitness,Summer 2020,Teens;#Children,0,AM,2020-07-23 11:00:00,-74.07425649999999,40.6145077
493,Recreation,Shanel Burgess,07/23/2020 11:00:00 AM,Bronx,Park,Poe Park,Slime Making,Local Event,Arts/Culture,,Tot;#Young Adult;#Children,0,AM,2020-07-23 11:00:00,-73.8945473,40.8648137
494,Recreation,,07/23/2020 11:00:00 AM,Queens,Park,Beach 17th Street,Kids in Motion,Community Based Event,KIM,Summer 2020,Tot;#Children;#Teens;#General Public,7,AM,2020-07-23 11:00:00,-73.7512371,40.5962916
495,Recreation,,07/23/2020 11:00:00 AM,Queens,Park,Queensbridge Park,Kids in Motion,Community Based Event,KIM,Summer 2020,Tot;#Children;#Teens;#General Public,24,AM,2020-07-23 11:00:00,-73.9486111,40.7566667
496,Recreation,,07/23/2020 11:00:00 AM,Queens,Playground,Nautilus Playground,Kids in Motion,Community Based Event,KIM,Summer 2020,General Public;#Children;#Tot;#Teens,0,AM,2020-07-23 11:00:00,-73.996192,40.5715845
497,Recreation,,07/23/2020 11:00:00 AM,Queens,Playground,Nautilus Playground,Kids in Motion,Community Based Event,KIM,Summer 2020,Tot;#Children;#General Public,0,AM,2020-07-23 11:00:00,-73.996192,40.5715845
498,Recreation,Ocean Breeze Recreation Staff,07/23/2020 12:00:00 PM,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Plyometrics,Open House,Fitness,Summer 2020,General Public,4,PM,2020-07-24 00:00:00,,
499,Urban Park Rangers,General Public,07/23/2020 12:30:00 PM,Staten Island,Park,Blue Heron Park,Insect Exploration,Community Based Event,Nature,Summer 2020,General Public,2,PM,2020-07-24 00:30:00,-74.17549389999999,40.531417
500,Recreation,,07/23/2020 01:00:00 PM,Staten Island,Playground,De Matti Playground,Fit Kids,Community Based Event,Fitness,Summer 2020,Children;#Teens,0,PM,2020-07-23 13:00:00,-74.07425649999999,40.6145077
501,Urban Park Rangers,General Public,07/23/2020 02:00:00 PM,Queens,Park,Elmhurst Park,Nature Signs of the Times,Community Based Event,Nature,Summer 2020,General Public,15,PM,2020-07-23 14:00:00,-73.88509130000001,40.7298841
502,Recreation,Jonathan Adone,07/23/2020 02:00:00 PM,Brooklyn,Park,McKinley Park,Soccer Skills,Local Event,Fitness,Summer 2020,Children,2,PM,2020-07-23 14:00:00,,
503,Urban Park Rangers,General Public,07/23/2020 02:00:00 PM,Manhattan,Park,Inwood Hill Park,Salt Marsh Ecology,Community Based Event,Nature,Summer 2020,General Public,10,PM,2020-07-23 14:00:00,-73.924776,40.8721829
504,Recreation,,07/23/2020 02:00:00 PM,Bronx,Park,Barretto Point Park,Basketball Skills / Obstacle Course,Agency Produced Event,Sport,Summer 2020,Children;#Young Adult;#Teens,0,PM,2020-07-23 14:00:00,-73.8882407,40.8055893
505,Recreation,,07/23/2020 02:00:00 PM,Bronx,Playground,Slattery Playground,,Community Based Event,Sport,Summer 2020,Children;#Teens,14,PM,2020-07-23 14:00:00,-73.8983506,40.8573447
506,Urban Park Rangers,General Public,07/23/2020 02:00:00 PM,Bronx,Park,Barretto Point Park,Animal Olympics,Agency Produced Event,Nature,Summer 2020,Children,0,PM,2020-07-23 14:00:00,-73.8882407,40.8055893
507,Recreation,Shanel Burgess,07/23/2020 02:00:00 PM,Bronx,Park,Poe Park,Slime Making,Local Event,Arts/Culture,,Tot;#Children;#Young Adult,0,PM,2020-07-23 14:00:00,-73.8945473,40.8648137
